lateral_error,heading_error
0.0006383556486583116,0.06536932266142023
0.0011852881497439606,0.08607357445087177
0.0033970243463593125,0.09190426652271907
0.0064641876986792305,0.09321706408820571
0.010260493660680733,0.09203257814798989
0.014347797730726973,0.08978908592835315
0.01842658276043191,0.08717230654147712
0.022325372177848513,0.08450665322875484
0.025965104587329278,0.08193165409610974
0.029316591697091,0.07950514253002618
0.03237758637784017,0.07724691471935927
0.03515996368353773,0.07515885746070919
0.03768254824789683,0.07323452216773083
0.03996708662213419,0.0766098228873193
0.04204576273739401,0.07933787816514923
0.04399322858563915,0.08080747486375423
0.045626180175846534,0.08134254179716507
0.046820540858460956,0.08105315553899271
0.04756925742095221,0.08024116482800336
0.047924143937010326,0.07912703929963502
0.04598520490540488,0.0778423994676292
0.044156997572157956,0.07646829095467349
0.04244633344788925,0.07505763118348524
0.0408513003717759,0.07364608152277208
0.03936594161191187,0.07225755189844027
0.0379826412760162,0.0709074654991724
0.03669335526427805,0.06951527897257719
0.03549030135165419,0.06814866746950195
0.03437176032093951,0.06666430518293166
0.033342930720671814,0.06509904482470752
0.03241009900128406,0.063480392192639
0.031558352012223886,0.06191216639201204
0.030782243152968448,0.06040696780446182
0.030303216678547174,0.058967624637881716
0.02983029574101666,0.05759409997232577
0.02936943880633649,0.056284881478432906
0.028924048941401718,0.05503763474254557
0.028495925716267793,0.05384958753094942
0.02808584746427959,0.05256901958093938
0.02769438456431012,0.05134588727281538
0.027324510525474414,0.05017089106824587
0.02698057540819484,0.04904194279217197
0.026664685202977014,0.04795754429897337
0.02637744995018309,0.04691602764073558
0.025959867529233342,0.04591559527994928
0.02556076568756663,0.04496082610426592
0.025179003921699583,0.04404932310078055
0.02480937946460675,0.04317255254925087
0.024452327637647597,0.042328812316130865
0.024109409563391325,0.04149883625333187
0.02377964754230877,0.040700783525790256
0.02346222712813812,0.039932844420155246
0.023156293347677367,0.03919335178437419
0.022861156986437706,0.03848075764712994
0.02257623469194959,0.037793622964222624
0.02221197551245637,0.03713060877325317
0.02186035179240234,0.03649046795107782
0.021520690395960714,0.03587203763367783
0.021192374328333954,0.03527423230252201
0.02087483433580906,0.034699994103173225
0.020567655835996086,0.03414406636273286
0.020269976722907215,0.033605053803085025
0.019980842672044134,0.03308232486043032
0.019699613663680747,0.0325752887760022
0.01942584050222035,0.03208334164987917
0.019138060322144674,0.03160588130153215
0.01885890940490034,0.031142319085735438
0.01858795793832275,0.03069208630462717
0.01832481447562097,0.03025463731988111
0.0180691204061409,0.029831337253166945
0.01782055226129825,0.029419589850217698
0.01757870129803639,0.02901860105564448
0.017343179725748517,0.02862805376406924
0.01711369139032805,0.028247645603708637
0.016889994785895486,0.027877054450698067
0.016670683080391095,0.027515950115799843
0.01645697999046207,0.02716400358437731
0.016248679877055253,0.026820892319333326
0.01604558380428472,0.026486318772234653
0.015847500973097357,0.026159925846923514
0.015654252881578727,0.025841334192273614
0.01546567234669188,0.02553030325510181
0.015281600429284257,0.025226599683612908
0.01510188526745575,0.02492998874383925
0.014926475231120711,0.02464023843763155
0.014755079130209136,0.024357122388186003
0.014587568139879926,0.024080421341109184
0.01442381628029267,0.023809867540227486
0.0142637018275312,0.02354532077280407
0.014107111936041875,0.023286581933235875
0.013953937986635728,0.023033467229153965
0.013804072359899534,0.022785798907475504
0.013657240833675739,0.022543405210031273
0.013513498103966412,0.022306120745538772
0.013372748795234521,0.022073786543151768
0.013234900960549283,0.021846249923547004
0.013099866126359633,0.02162339099734458
0.012967559252405624,0.021405039983937408
0.01283789859485184,0.021191069316888845
0.012710805352033094,0.02098134998601824
0.0125862035661445,0.020775757071534305
0.012464055622646403,0.02057417055293733
0.012344255295945508,0.02037647516962588
0.012226735831871739,0.020182560165361678
0.012111433056672663,0.02004595687217866
0.01199829897599238,0.019908845039520378
0.011887210700797022,0.019765923259967913
0.011778214496245713,0.019619349648738165
0.011671577166133344,0.01947119891728643
0.011583944764036616,0.01932286775033713
0.011500025131568115,0.019175284203762827
0.011418955193150232,0.019029079687148065
0.011340083339891591,0.019355762107383965
0.011264201950384646,0.019635015832500415
0.011186344144740443,0.01982108760779689
0.011102286732254751,0.019934518025870433
0.011012685476936762,0.019998515818417596
0.010959745743495845,0.02002916888160956
0.010917599500072572,0.020037130952986523
0.010882396774871671,0.020855212521590987
0.01085427539306906,0.021571982219894092
0.010823484466783339,0.022128487248084257
0.01077770495182047,0.022550944956322233
0.010714322877672754,0.022876258994352
0.010631362246655628,0.023133495731597904
0.010554229722223203,0.023343324566441132
0.010482134555515363,0.024471895038828854
0.010414817167310715,0.0254661878411131
0.010346942011675424,0.02623950209492577
0.01027291331040166,0.02684210520524198
0.010195219978862248,0.02732513243277724
0.01013567637874098,0.027723831107599302
0.010068172434017992,0.028063084762457016
0.009998020899473192,0.0292553673190124
0.009927034559292105,0.03030412745727813
0.009858345776106732,0.03109387228842708
0.00979837539120205,0.03169400471544174
0.009756924848368924,0.03216928462666045
0.009744739496747644,0.03255920236849406
0.009715566588201354,0.032889835492407066
0.009678531039313898,0.03394566631900783
0.009637578563535363,0.03487230191097408
0.009602713247202882,0.035563356730887806
0.009588385510448338,0.036079863070883705
0.009608829556728482,0.0364802436574022
0.00962232663483442,0.036801412546323096
0.009616978620302809,0.037068268402219426
0.009602807484936632,0.03795959630197105
0.009584715349645471,0.03874068027365171
0.009576239300596378,0.03932241177765918
0.009595010898758801,0.03975182424867137
0.009657318161392554,0.040077207211215625
0.009675049364660926,0.040331497128260674
0.00967592802701674,0.04053774441450348
0.009669286370312542,0.04130530606501802
0.00966006508557063,0.041977079012697996
0.00966348143250041,0.04247602998455045
0.009698120751700389,0.04283995391353816
0.009781068595618395,0.04311039843141807
0.009795688290392481,0.04331725651920218
0.009796282932153899,0.04348189707887318
0.009791138395189752,0.04416727036386496
0.009784962306731234,0.04476669007022146
0.009794199455735226,0.045210507673258085
0.00983788542124248,0.04553160439495896
0.0098760982274344,0.045767568781388254
