lateral_error,heading_error
0.001934408740031006,0.059176856178227474
0.0022746194533111597,0.08081189800937043
0.003437684848343933,0.08966959155480714
0.006542218912657186,0.09153377742845466
0.010376067704155919,0.09034378723380056
0.01469599888809196,0.08776755246497278
0.018191782938092475,0.08554082190491846
0.020881060688781164,0.08357802443033052
0.022966087593258376,0.08198098653708927
0.025687365159781563,0.07966100317209018
0.028532896833144902,0.07733020493529037
0.03120633685845759,0.07514854644096129
0.03347879959643529,0.07833072051434119
0.03553974420121334,0.0808837314453518
0.03799228221083409,0.08173437396228833
0.040487999419643615,0.08114070826905884
0.04208316622717627,0.08005819277287801
0.043141590171075814,0.07860152485181664
0.04326688711115519,0.07727008263578353
0.04144076466869398,0.07584005056433848
0.03980304927090185,0.07454170616362256
0.038282205257874756,0.07324749801550623
0.0368238846857026,0.07186395215288335
0.03550777832364676,0.07040295089031787
0.0343429196317648,0.06899752024108358
0.03334669402139698,0.06747794996817122
0.03245775915213805,0.06583188860389919
0.031773953974618914,0.06417658815838427
0.03127721684450932,0.06251402522144285
0.030961392628909318,0.06094467061090726
0.031010406366100016,0.059508154913143
0.03095168626848263,0.05807723087679448
0.030871049330210593,0.05670764741546634
0.030961537505344305,0.0554929999440495
0.031092175648696166,0.0540161349056092
0.031236281542015396,0.05261255099694388
0.031228644298616534,0.05125775914853801
0.031156445749819142,0.04995852104602237
0.03117628216282638,0.048735879627816545
0.031053497833068468,0.04756438598895492
0.03062613569925645,0.046462131405225725
0.030161843493024844,0.045398357788196196
0.029769757188382498,0.04439514220066017
0.029340917061137662,0.04342382361092115
0.02891854121311384,0.04248419504380108
0.028516227055658767,0.04158434886985466
0.028180673999545467,0.04071901358551465
0.027791428420096232,0.03989181766033059
0.02743713147720166,0.03909587063056847
0.02707428042246287,0.038331997272485874
0.02658280315137116,0.037596985863264945
0.026096632685854736,0.03689340048276974
0.02561598503182586,0.03622627018701057
0.025163392863167384,0.03558434096429848
0.024729788330951952,0.03496302729145614
0.024328533219892423,0.03435583036850083
0.023928673138020242,0.03377121741270418
0.02355791170884493,0.03320153930809993
0.023201514061866737,0.032649810916138416
0.022832387321975216,0.032114669912144615
0.022468488833572553,0.03159795187073956
0.022128204948808048,0.031096520855506165
0.021791535369698516,0.03061354317684267
0.02147147402698852,0.030144131130846654
0.021174216446983803,0.029687538487334082
0.02091304443780892,0.02924518994986021
0.020664394191262377,0.02881626468948024
0.02039617300631358,0.02840123604459055
0.020162054289855832,0.028004444688731964
0.019914680983501673,0.027615447195125823
0.01968346467144631,0.027239850117971077
0.01947598610826047,0.026867529996937065
0.019260196018523898,0.026504666415662227
0.019086729815739285,0.026153643550611994
0.018953644813963378,0.02581537159210177
0.018822911662239233,0.02548447979088036
0.018618024256974976,0.025159593058592476
0.018396582145704943,0.024841127199946002
0.01817791060772095,0.02453074747012033
0.017959442888835574,0.02422891372370497
0.017741669977192596,0.023940374704527843
0.017527946018677774,0.023661446273670107
0.01732110895556152,0.023390537093833937
0.01711734240345923,0.023120358970509687
0.016921715533579674,0.022852184803142817
0.01673003441668991,0.022589539491255726
0.016543253435642113,0.022332930002922566
0.016357696002155395,0.022082339208992042
0.016181578798879916,0.021836986905746602
0.016004004936794044,0.02159777063809974
0.015831130691873186,0.021363254382737378
0.015661207477926074,0.021133933662875422
0.015495714945084492,0.02091116440509374
0.015338290836347091,0.02069434203479755
0.015185198331379038,0.02048246155071374
0.01503337060686932,0.02027375981806301
0.014880308609717468,0.0201322289063331
0.014735118802556986,0.020002473015859362
0.014601193280704765,0.01987326229088616
0.014466794799495359,0.019729482602869452
0.014332962790369467,0.019574067415954015
0.014204662336417229,0.01941518529007763
0.014092336013117494,0.0192473800290899
0.013985311649122088,0.019542901136659963
0.013885018609367741,0.019778712290200246
0.013779401747128531,0.019922807098995077
0.013657251877652448,0.02002379047744097
0.01353496977168802,0.020059323681465693
0.01341248202199152,0.020047062111075587
0.013342780884742595,0.020034935589396095
0.013274469404735657,0.020863450613772754
0.013201794048254044,0.021604731112943167
0.013138791472631665,0.022136346643482952
0.013066166168508033,0.022522469597343876
0.012964196147987094,0.022851317182470462
0.01285618793406491,0.023093842519989236
0.012765651893764612,0.023244949731934996
0.012676642760946578,0.02436074868143541
0.012590970149456295,0.02533654863889618
0.012511648346735706,0.02605918137184979
0.012413021176392855,0.026657864858156435
0.012312856936975817,0.027112835110799996
0.012216063788531382,0.02744644020564261
0.012119187641627662,0.027744565743570853
0.012023004639303796,0.02896550053484132
0.0119284856036765,0.03004106407451316
0.011839436805896492,0.030906422033594443
0.011766355710612247,0.03161458409969657
0.011716456694236026,0.03217409235705433
0.011693512119731308,0.03265360078404368
0.011654678097755248,0.03307739811784203
0.011587314951238801,0.03422386164859472
0.011511335891968955,0.03518733947201357
0.011437690809424111,0.03588865969512369
0.011386295889556242,0.03643687389624674
0.011404032206709037,0.03692738474544352
0.01144982271808841,0.03739533367777403
0.011446227321862377,0.037756257032230574
0.011425307358005428,0.03873780893255483
0.011392867290884429,0.039587277202204216
0.011392431834279093,0.04024631802462022
0.011399112184479062,0.04071168597264179
0.011449273901096188,0.04103843261574434
0.011465845017056412,0.04133906697020185
0.01148074189185358,0.04161823509388385
0.011494444006678687,0.042492622034792635
0.011497779020798961,0.04324392415510345
0.011514494483255257,0.043805052776448625
0.011591028404649898,0.044225030990830964
0.011640325602664769,0.04454228645919971
0.011670621006369493,0.04481617193647273
0.011709373619225184,0.04568192236429014
0.011792641330013856,0.04649376700255735
0.011905495092988801,0.04710538114926609
0.012045293397655797,0.047512181633560156
0.012226889838927703,0.047778146353429335
0.012272798267494068,0.04796052973401651
0.012306889397926181,0.04809320543141718
0.012314899115031171,0.048326620217508005
0.01233033554121082,0.04850594710236512
0.012374576270861921,0.048596132428539315
0.012431790774596116,0.048587958706472006
0.012487800135546559,0.048514223988258394
0.012519335821521572,0.04840386620991463
0.012522794458861541,0.048252181118216816
0.012513029092695117,0.04801722196112497
0.012527211727674322,0.04777949705030973
0.012590087177219449,0.04754189059137191
0.012665544705528732,0.04729321783422505
0.012680735839951714,0.047036620098595765
0.012694262757385336,0.04678125623611317
0.012731271872532314,0.046511967475326835
0.012766834212654336,0.04624534259735424
0.012797356277047105,0.04598141954154402
0.012834748774067014,0.0457205695179942
0.012859718843078193,0.04546228873684182
0.012808732259217675,0.04520691271861199
0.01275874704020271,0.04495439028588489
0.012709762777111095,0.04470954958049909
0.012673527858134524,0.04446683179076632
0.012633607757200852,0.04422930691624686
0.012586397026171297,0.04399348598484098
0.012518391629138915,0.043758233197294716
0.012451567867627304,0.043525990990507676
0.012385058066988662,0.04330113408367518
0.012318827882524891,0.043078719335939285
0.012253512914409894,0.04285469388862953
0.01218876978746573,0.04263473718896109
0.012130784047298839,0.042417599444907965
0.01207026147173818,0.04219932395732064
0.012007810375253607,0.041980730766211914
0.011945595147374189,0.04176370219457525
0.011884686640684598,0.041548483957123974
0.011824003377921406,0.04133557940306932
0.01176438994861316,0.041125519098729225
0.011706727405704593,0.040918651934157245
0.011648376499609581,0.04071229020728862
0.011592522434166381,0.040508431908023675
0.011537595508803136,0.04030663614701188
0.011481434883103343,0.04010632329371694
0.011425048682336581,0.039907860902495616
0.011371024159799473,0.039712094920508714
0.011317629017018022,0.03951755800623173
0.01127012326032962,0.03932563050933039
0.011220096029163308,0.03913506646154656
0.011167654124894597,0.03894601318870591
0.011114132303606809,0.038758786331296154
