x,y,theta,v,delta,le,mse_le,mae_le,rmse_le,he,mse_he,mae_he,rmse_he
-4.352088564513475,2.058440400036854,62.47477868404315,0.800000011920929,-14.235146407516106,1.3406489130768442,0.000000,0.000000,0.000000,21.203380425376032,0.000000,0.000000,0.000000
-4.330517441864659,2.140085000119038,61.574347268674444,0.850000012665987,-14.325818561387988,1.3078237110152804,0.000000,0.000000,0.000000,21.002504452199478,0.000000,0.000000,0.000000
-4.302655911116193,2.1965370217961318,60.605592489402184,0.9000000134110451,-14.498643941575025,1.2740226580864455,0.000000,0.000000,0.000000,20.852720528879736,0.000000,0.000000,0.000000
-4.268282226161737,2.280650578015342,59.59019851062135,0.9500000141561031,-14.35847513579766,1.2207256644317055,0.000000,0.000000,0.000000,20.284381511019255,0.000000,0.000000,0.000000
-4.228695001429353,2.3628811528119535,58.509835852016586,1.0000000149011612,-14.468327293987896,1.174936533716525,0.000000,0.000000,0.000000,19.96652262570887,0.000000,0.000000,0.000000
-4.1861597820526,2.466354138890112,57.368726526977625,1.0500000156462193,-14.515675316187762,1.1229476550523845,0.000000,0.000000,0.000000,19.536093722944393,0.000000,0.000000,0.000000
-4.111640574890238,2.569680750884896,56.14665406048952,1.1000000163912773,-14.792730088695672,1.0796736264084799,0.000000,0.000000,0.000000,19.3385443700216,0.000000,0.000000,0.000000
-4.069262975994535,2.642432030209191,54.85460860734869,1.1500000171363354,-14.922784037136847,1.0094896938270357,0.000000,0.000000,0.000000,18.764246300300396,0.000000,0.000000,0.000000
-3.9830628531358907,2.729466832956026,53.51885470158607,1.2000000178813934,-14.764126503762883,0.9494591656893226,0.000000,0.000000,0.000000,18.072762198791768,0.000000,0.000000,0.000000
-3.892615865186903,2.8160531415171914,52.14411738600403,1.2500000186264515,-14.570548742993038,0.8638137402996353,0.000000,0.000000,0.000000,17.08969757139567,0.000000,0.000000,0.000000
-3.8169061855028494,2.906347748808731,50.73832129514654,1.3000000193715096,-14.314805099146286,0.777880287821829,0.000000,0.000000,0.000000,16.039703201291935,0.000000,0.000000,0.000000
-3.740133973307293,3.0031020264332247,49.28904881914847,1.3500000201165676,-14.19498448499283,0.7097909339984856,0.000000,0.000000,0.000000,15.235079670120733,0.000000,0.000000,0.000000
-3.645981126861072,3.0957333353072225,47.78481078832759,1.4000000208616257,-14.18796379963831,0.64856251510258,0.000000,0.000000,0.000000,14.544129913595652,0.000000,0.000000,0.000000
-3.537712751855247,3.209821046285376,46.2506322729794,1.4500000216066837,-13.96280658789044,0.5752238993125476,0.000000,0.000000,0.000000,13.5644819556612,0.000000,0.000000,0.000000
-3.421144513141016,3.304964928835813,44.64164072455986,1.5000000223517418,-14.13172958018693,0.5118682797079059,0.000000,0.000000,0.000000,12.863913761483024,0.000000,0.000000,0.000000
-3.307617178180518,3.400665482168241,43.0251233896894,1.5500000230967999,-13.740214159625545,0.43451802330999983,0.000000,0.000000,0.000000,11.662669521684084,0.000000,0.000000,0.000000
-3.2009037158671867,3.493824926070741,41.39710584740443,1.600000023841858,-13.404315413666964,0.3674606995195248,0.000000,0.000000,0.000000,10.575089457186099,0.000000,0.000000,0.000000
-3.072580598369312,3.582028763567454,39.75457865217888,1.650000024586916,-13.111750781220625,0.3107099725097959,0.000000,0.000000,0.000000,9.60408227700215,0.000000,0.000000,0.000000
-2.95303012596084,3.6858463377487993,38.17290829806652,1.700000025331974,-12.270541789515391,0.24369692365671528,0.000000,0.000000,0.000000,8.208694408776879,0.000000,0.000000,0.000000
-2.82668475773072,3.8095125854781378,36.51483864041647,1.750000026077032,-12.478254354608836,0.20470513905919785,0.000000,0.000000,0.000000,7.5850227461056585,0.000000,0.000000,0.000000
-2.695236768331211,3.9035430036592422,34.57298709040188,1.8000000268220901,-14.131486465080815,0.18435075410124038,0.000000,0.000000,0.000000,7.678182424463322,0.000000,0.000000,0.000000
-2.540924047014362,3.994185013652434,33.01201502359998,1.8500000275671482,-11.131486465080815,0.14074406575110757,0.000000,0.000000,0.000000,5.706486359206546,0.000000,0.000000,0.000000
-2.37509112221658,4.079275770488913,31.847009707343933,1.9000000283122063,-8.131486465080814,0.0996323124746048,0.000000,0.000000,0.000000,8.445585595393979,0.000000,0.000000,0.000000
