x,y,theta,v,delta,le,mse_le,mae_le,rmse_le,he,mse_he,mae_he,rmse_he
-4.6282000000000005,1.4780999999999997,68.99998892322901,0.05000000074505806,-3.0000000000000004,1.725636681553555,0.000000,0.000000,0.000000,23.999988923229008,0.000000,0.000000,0.000000
-4.608308159323146,1.4868679018556334,68.97682727253898,0.10000000149011612,-6.000000000000001,1.7362701424002465,0.000000,0.000000,0.000000,24.126844248155113,0.000000,0.000000,0.000000
-4.623620704291107,1.5149022561114636,68.90702142556695,0.15000000223517418,-9.0,1.7192805905145456,0.000000,0.000000,0.000000,23.997682062522795,0.000000,0.000000,0.000000
-4.600322467089183,1.541697220985206,68.76649918626336,0.20000000298023224,-12.000000000000002,1.7389497352846532,0.000000,0.000000,0.000000,24.344223231378262,0.000000,0.000000,0.000000
-4.6049790742312835,1.546539465266061,68.5303090619709,0.2500000037252903,-15.000000000000002,1.7175059522165734,0.000000,0.000000,0.000000,24.241268435533257,0.000000,0.000000,0.000000
-4.594428849316004,1.5500047484714348,68.17229891673578,0.30000000447034836,-18.000000000000004,1.7078736362379416,0.000000,0.000000,0.000000,24.09708958753021,0.000000,0.000000,0.000000
-4.588974348392305,1.5845539340244323,67.66474992960983,0.3500000052154064,-21.000000000000004,1.6754752108636735,0.000000,0.000000,0.000000,23.671645077263026,0.000000,0.000000,0.000000
-4.569873462544999,1.6303280976767154,66.97794964205123,0.4000000059604645,-24.000000000000004,1.649637592282882,0.000000,0.000000,0.000000,23.451869795564715,0.000000,0.000000,0.000000
-4.544430048028773,1.6575422747007542,66.20062879635849,0.45000000670552254,-23.79370209395145,1.6042602378944344,0.000000,0.000000,0.000000,23.03745947832264,0.000000,0.000000,0.000000
-4.509570961281287,1.7129156596581143,65.3496521585409,0.5000000074505806,-23.222608947855626,1.5406349032025106,0.000000,0.000000,0.000000,22.2875067938312,0.000000,0.000000,0.000000
-4.475916980491606,1.7686591582000337,64.4265863853637,0.5500000081956387,-22.72754039662327,1.476052917802609,0.000000,0.000000,0.000000,21.661677682619025,0.000000,0.000000,0.000000
-4.4694752822674815,1.80807096985398,63.43868024847789,0.6000000089406967,-22.17302087696747,1.4096965499234688,0.000000,0.000000,0.000000,20.9869967818583,0.000000,0.000000,0.000000
-4.444845961204359,1.8525383495047536,62.39010202117973,0.6500000096857548,-21.629551277729725,1.35798850202932,0.000000,0.000000,0.000000,20.35404955766957,0.000000,0.000000,0.000000
-4.405321767830024,1.9149363798483383,61.42434880524132,0.7000000104308128,-18.62955127772972,1.289557174227065,0.000000,0.000000,0.000000,19.538057824130167,0.000000,0.000000,0.000000
-4.356539458254567,1.9840094234652332,60.56124186608473,0.7500000111758709,-15.629551277729721,1.2232615524198822,0.000000,0.000000,0.000000,18.857893607242985,0.000000,0.000000,0.000000
-4.3375774842070545,2.0513255396767667,59.44691123230965,0.800000011920929,-18.62955127772972,1.160639069643803,0.000000,0.000000,0.000000,18.271413965000885,0.000000,0.000000,0.000000
-4.3123105629631295,2.1309182222147207,58.04880692924545,0.850000012665987,-21.629551277729725,1.1099451066851256,0.000000,0.000000,0.000000,17.739638471182563,0.000000,0.000000,0.000000
-4.279928845393969,2.1847406549236226,56.54327276002299,0.9000000134110451,-21.89402582518585,1.0456400760286129,0.000000,0.000000,0.000000,17.025155566163733,0.000000,0.000000,0.000000
-4.240111211602955,2.2655278752635692,55.027953355291075,0.9500000141561031,-20.907693642017836,0.9582176331982225,0.000000,0.000000,0.000000,15.835364312836631,0.000000,0.000000,0.000000
-4.194159422223224,2.343673895729046,53.51918499330714,1.0000000149011612,-19.816423081136577,0.8822232738503297,0.000000,0.000000,0.000000,14.909426888732137,0.000000,0.000000,0.000000
-4.144404062443808,2.4422794956056926,52.03279395943603,1.0500000156462193,-18.636751766095067,0.8041888218670773,0.000000,0.000000,0.000000,13.917314203247795,0.000000,0.000000,0.000000
-4.061906975083241,2.539957612479066,50.54981007446574,1.1000000163912773,-17.768346961324443,0.7411728151305612,0.000000,0.000000,0.000000,13.212971465715102,0.000000,0.000000,0.000000
-4.010912185526435,2.606297113027503,49.076655124969555,1.1500000171363354,-16.902036018205916,0.657589602847857,0.000000,0.000000,0.000000,12.178250694105222,0.000000,0.000000,0.000000
-3.915581580680757,2.68618957741723,47.58502575087973,1.2000000178813934,-16.398925169944068,0.5839610183947903,0.000000,0.000000,0.000000,11.08922109251919,0.000000,0.000000,0.000000
-3.8155421362963504,2.764883069118918,45.91478366544735,1.2500000186264515,-17.526373056851092,0.48971210094527573,0.000000,0.000000,0.000000,9.682045203046474,0.000000,0.000000,0.000000
-3.7295762000168104,2.846271299932785,44.48729937391115,1.3000000193715096,-14.52637305685109,0.3887319983307092,0.000000,0.000000,0.000000,8.024898126727726,0.000000,0.000000,0.000000
-3.6423334445563484,2.933468949810596,43.318856818905765,1.3500000201165676,-11.52637305685109,0.3177449323243083,0.000000,0.000000,0.000000,6.843106782734449,0.000000,0.000000,0.000000
-3.538014597267141,3.0163867590069198,42.42683126325725,1.4000000208616257,-8.526373056851089,0.2672735212582959,0.000000,0.000000,0.000000,6.029564431040399,0.000000,0.000000,0.000000
-3.420475067409995,3.1212374983001068,41.721718718389496,1.4500000216066837,-6.519194133291319,0.21867422244120768,0.000000,0.000000,0.000000,5.203307753240305,0.000000,0.000000,0.000000
-3.295949100968132,3.208136932569529,40.99311609678754,1.5000000223517418,-6.504215024418807,0.18914185380623832,0.000000,0.000000,0.000000,4.813061266255451,0.000000,0.000000,0.000000
-3.1759308395581187,3.2968321862855805,40.56930764735187,1.5500000230967999,-3.6679873644985483,0.1444679550028999,0.000000,0.000000,0.000000,3.940061527013753,0.000000,0.000000,0.000000
-3.0647897677480835,3.385039134086935,40.13412581444455,1.600000023841858,-3.644986879435982,0.11826781541595427,0.000000,0.000000,0.000000,3.4713203027449935,0.000000,0.000000,0.000000
-2.934163746694647,3.4705717930082174,39.68740164140955,1.5500000230967999,-3.6247901439377666,0.09925437237637509,0.000000,0.000000,0.000000,3.1410328116346986,0.000000,0.000000,0.000000
-2.8221850463856484,3.5678545812524214,39.26255403077731,1.5000000223517418,-3.558654845932938,0.06755268512304281,0.000000,0.000000,0.000000,2.3383977705738515,0.000000,0.000000,0.000000
-2.713346945561936,3.6813858311526175,38.8521956209229,1.4500000216066837,-3.5518825163385084,0.05973763551143963,0.000000,0.000000,0.000000,2.2708429082874577,0.000000,0.000000,0.000000
-2.6096257557510603,3.762246292443719,38.44904323160559,1.4000000208616257,-3.609686296003644,0.06908556617811148,0.000000,0.000000,0.000000,2.9276549144143313,0.000000,0.000000,0.000000
-2.49388314565796,3.837800865190347,38.383382228123565,1.4500000216066837,-0.609686296003644,0.058409853711452554,0.000000,0.000000,0.000000,13.096149439312219,0.000000,0.000000,0.000000
-2.369521475030414,3.9121343326163496,38.65014892896082,1.5000000223517418,2.3903137039963562,0.04437019574358012,0.000000,0.000000,0.000000,14.350528222054223,0.000000,0.000000,0.000000
-2.247675356210806,4.022118843161341,39.273949678391425,1.4931445093497613,5.390313703996356,0.029789287565912034,0.000000,0.000000,0.000000,15.653058466276853,0.000000,0.000000,0.000000
-2.143486843238509,4.130039216239671,40.24458633980119,1.4431445086047032,8.390313703996357,0.04801471036613536,0.000000,0.000000,0.000000,16.130037446011265,0.000000,0.000000,0.000000
-2.0317325586068073,4.216973835906601,41.52596277462802,1.4760429753873936,11.390313703996357,0.07618542386194063,0.000000,0.000000,0.000000,16.003445086541696,0.000000,0.000000,0.000000
-1.9044278061137856,4.3032294863738105,43.19510979968026,1.4260429746423355,14.390313703996357,0.08111519408115404,0.006580,0.081115,0.081115,16.39450065429827,4.691090,16.394501,16.394501
-1.8161654156837954,4.396039972651413,45.163572562359356,1.3760429738972775,17.39031370399636,0.07083015319900028,0.005798,0.075973,0.076147,17.28519246869956,4.952874,16.839847,16.845734
-1.7059426624819667,4.504818290023961,47.417857404990464,1.4260429746423355,20.39031370399636,0.08485002866252239,0.006265,0.078932,0.079154,20.04862814971111,5.640352,17.909440,17.976883
-1.5926499612858187,4.624218977027135,50.04426822232651,1.4760429753873936,22.67903590364353,0.08492932921600421,0.006502,0.080431,0.080637,19.195127798062664,5.837943,18.230862,18.289054
-1.500259137971592,4.75216370057762,52.7047005889782,1.5260429761324517,22.242279569810503,0.07639592310135228,0.006369,0.079624,0.079807,18.132224071744062,5.818004,18.211135,18.257796
-1.4105926632448536,4.867263958821338,55.38631978443364,1.5760429768775097,21.737388942763634,0.07427431229537916,0.006227,0.078732,0.078911,16.611226248070924,5.650993,17.944483,17.993834
-1.318167076243395,5.007772416223673,57.99188962049936,1.5260429761324517,20.56142908662098,0.0521253264605483,0.005726,0.074931,0.075668,15.319380454554143,5.428851,17.569469,17.636617
-1.2278808007736584,5.118976751895496,60.36787667914105,1.4760429753873936,19.45642457883274,0.18402420050448426,0.009243,0.088568,0.096141,14.157383940707193,5.187518,17.142958,17.240154
-1.168800914516675,5.2542770436092034,62.54360976354558,1.4359142267498208,18.492358321063794,0.18746378619171547,0.012121,0.099556,0.110094,13.779412613043961,4.979338,16.769231,16.890680
-1.1081947368815341,5.374194619746758,64.59090658562776,1.3859142260047628,17.9263459122153,0.1642392282599815,0.013606,0.106025,0.116645,12.452791158335678,4.752056,16.337587,16.500689
-1.0468281376632174,5.481979706701362,66.24262814921455,1.4359142267498208,15.131416705232418,0.16008431441509874,0.014699,0.110939,0.121239,8.213891020690477,4.427100,15.599069,15.926523
-0.9812802576675317,5.609703142380963,67.6029928844059,1.485914227494879,12.131416705232418,0.1705458678198815,0.015898,0.115906,0.126087,7.260580621529757,4.134847,14.904195,15.391858
-0.9087636444735472,5.748485710507926,68.84425514043593,1.5235403458949823,10.732277411527253,0.18343107282343085,0.017263,0.121101,0.131389,6.641558159226515,3.876003,14.268607,14.902302
-0.8670784125813225,5.891971516025072,70.0516043601633,1.4959079260194648,10.193103096235319,0.20484939621409298,0.019027,0.127083,0.137940,6.367858778527513,3.649697,13.704268,14.460714
-0.8128419750358015,6.018886903781678,71.12826653643292,1.4708315069599747,9.274729519719193,0.20204078794669222,0.020480,0.132080,0.143109,5.280885441978673,3.438833,13.142709,14.036759
-0.7487678368188077,6.16056360654321,72.08662195402646,1.4208315062149166,8.409547619083883,0.17997952345885473,0.021225,0.135074,0.145687,4.925292001706821,3.250368,12.629121,13.646698
-0.6963660721202939,6.296858937279021,73.00317557186477,1.3708315054698585,8.326947535103264,0.18899337165235197,0.022077,0.138245,0.148585,5.065105682589525,3.085509,12.184179,13.296114
-0.664594103505204,6.43495442726704,73.89424308450289,1.384794482902873,8.389774453846707,0.19367712209768345,0.022935,0.141325,0.151442,5.051577403148365,2.938835,11.787923,12.976242
-0.6433783552089334,6.564898735231041,74.47007567968522,1.4347944836479312,5.389774453846707,0.18267971004219738,0.023484,0.143502,0.153245,0.17367290562447876,2.784187,11.176647,12.630209
-0.6019629349065709,6.703639856414494,74.73398529069571,1.4847944843929892,2.389774453846707,0.1676507774593475,0.023715,0.144709,0.153998,1.177503295713931,2.646188,10.676690,12.313221
-0.547268166760631,6.835280024357894,75.08901263584937,1.525501760378628,3.105369404700332,0.1713599821553073,0.023984,0.145978,0.154869,1.4476664148136604,2.521921,10.237212,12.020625
-0.5114142443632871,6.99869334053254,75.48305454737665,1.4916403104229075,3.3541042534213212,0.19161536249753575,0.024563,0.148052,0.156726,1.356090400785972,2.408747,9.833525,11.747810
-0.4847238446439821,7.138395093172929,75.52368553995963,1.4416403096778494,0.354104253421321,0.18774175647250835,0.025028,0.149778,0.158201,2.1336160518540006,2.307473,9.498746,11.498195
-0.45518575485664664,7.294582069318128,75.23005909595777,1.4916403104229075,-2.645895746578679,0.05278794399226567,0.024101,0.145737,0.155244,2.70688464557968,2.216657,9.215752,11.269654
-0.4074581008177806,7.423417313572387,74.58013524143804,1.4416403096778494,-5.645895746578679,0.043835421990101424,0.023214,0.141661,0.152360,3.1481018334025803,2.134910,8.973046,11.059897
-0.3650262749203581,7.578691911784615,73.97348465296045,1.4916403104229075,-5.453942623523564,0.05888457226634068,0.022454,0.138477,0.149847,3.802692666777858,2.062505,8.774186,10.870732
-0.3238447441903334,7.712458538596846,73.36788862443524,1.5416403111679655,-5.263060300649178,0.05841938118253347,0.021749,0.135512,0.147475,3.482718908366045,1.993956,8.578206,10.688559
-0.27531908061260735,7.867672702792451,72.38114063848955,1.5916403119130236,-8.263060300649178,0.05950058525938238,0.021099,0.132797,0.145254,3.0392014327259376,1.928501,8.380384,10.511659
-0.21434273473710475,8.004870522563039,71.73494527557268,1.5416403111679655,-5.263060300649178,0.05619821347872526,0.020480,0.130156,0.143108,2.249358807327885,1.865046,8.168970,10.337276
-0.16722567185466994,8.146867277734032,71.41187086724571,1.5540401849695453,-2.7222993171485252,0.06757590229716397,0.019950,0.128070,0.141243,1.2537513187491685,1.803793,7.938463,10.166105
-0.13758863028335075,8.306664563782903,71.17469002110575,1.5040401842244873,-1.9832945385052865,0.01760458233830253,0.019316,0.124507,0.138982,1.038778451940194,1.746213,7.715892,10.002532
-0.07535568422499085,8.459422991368054,70.7706348147903,1.4540401834794292,-3.4880895529225255,0.0038475119296281827,0.018713,0.120736,0.136795,1.821020764923326,1.693453,7.531677,9.850264
